Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2019
Pelayanan umum,517342
Pertahanan,108429
Ketertiban dan keamanan,142972
Ekonomi,389600
Lingkungan hidup,17764
Perumahan dan fasilitas umum,26516
Kesehatan,62758
Pariwisata dan budaya,5325
Agama,10143
Pendidikan,152690
Perlindungan sosial,200801
Jumlah,1634340
