Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2021
Pelayanan umum,526181.3
Pertahanan,137185.6
Ketertiban dan keamanan,166632.2
Ekonomi,511338.1
Lingkungan hidup,16689.9
Perumahan dan fasilitas umum,33217.3
Kesehatan,111666.7
Pariwisata dan budaya,5261.4
Agama,11075.8
Pendidikan,175236.5
Perlindungan sosial,260063.6
Jumlah,1954548.5
