Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2024
Pelayanan umum,827706.3
Pertahanan,139101.9
Ketertiban dan keamanan,192802.7
Ekonomi,644178.3
Lingkungan hidup,14128.1
Perumahan dan fasilitas umum,41798
Kesehatan,97429.3
Pariwisata dan budaya,3396.3
Agama,11762.8
Pendidikan,225072.8
Perlindungan sosial,270151
Jumlah,2467527.5
