Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2016
Pelayanan umum,316533
Pertahanan,99649
Ketertiban dan keamanan,109794
Ekonomi,360226
Lingkungan hidup,12088
Perumahan dan fasilitas umum,34651
Kesehatan,67214
Pariwisata dan budaya,7433
Agama,9785
Pendidikan,150090
Perlindungan sosial,158089
Jumlah,1325551
