Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2022
Pelayanan umum,627121.3
Pertahanan,134645.4
Ketertiban dan keamanan,176676.4
Ekonomi,399963.6
Lingkungan hidup,14109.2
Perumahan dan fasilitas umum,17291.7
Kesehatan,139502.1
Pariwisata dan budaya,3725.7
Agama,10598.6
Pendidikan,169230.4
Perlindungan sosial,251678
Jumlah,1944542.3
