Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2014
Pelayanan umum,794772
Pertahanan,86307
Ketertiban dan keamanan,37953
Ekonomi,128274
Lingkungan hidup,12179
Perumahan dan fasilitas umum,31487
Kesehatan,13078
Pariwisata dan budaya,2053
Agama,4463
Pendidikan,131314
Perlindungan sosial,8063
Jumlah,1249943
