Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2020
Pelayanan umum,474999.7
Pertahanan,131246.4
Ketertiban dan keamanan,162729
Ekonomi,406175.4
Lingkungan hidup,18360.6
Perumahan dan fasilitas umum,30359.5
Kesehatan,61148.3
Pariwisata dan budaya,5056.7
Agama,10090.8
Pendidikan,156894.4
Perlindungan sosial,226416.5
Jumlah,1683477.2
