Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2018
Pelayanan umum,435905
Pertahanan,107829
Ketertiban dan keamanan,135993
Ekonomi,335464
Lingkungan hidup,15680
Perumahan dan fasilitas umum,31508
Kesehatan,65066
Pariwisata dan budaya,7456
Agama,9473
Pendidikan,147562
Perlindungan sosial,162557
Jumlah,1454494
