Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2017
Pelayanan umum,355849
Pertahanan,108294
Ketertiban dan keamanan,121576
Ekonomi,310560
Lingkungan hidup,11919
Perumahan dan fasilitas umum,29683
Kesehatan,61724
Pariwisata dan budaya,5371
Agama,9727
Pendidikan,143134
Perlindungan sosial,157689
Jumlah,1315526
