Fungsi APBN,
,Tabel Anggaran Belanja Pemerintah Pusat Berdasarkan Fungsi (Milyar Rupiah)
,2015
Pelayanan umum,891768
Pertahanan,96824
Ketertiban dan keamanan,46138
Ekonomi,143526
Lingkungan hidup,10679
Perumahan dan fasilitas umum,20466
Kesehatan,21113
Pariwisata dan budaya,1926
Agama,5290
Pendidikan,146393
Perlindungan sosial,8319
Jumlah,1392442
